,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-463.4928205352113,-21.239945912004462,1.636928790451825,-463.49282053521114,-21.239945912004533,1.6369287904517558,0.0,7.964615377966058e-09,0.6537397796350854,0.0,7.964615377965272e-09,0.653739779635099,0.9402693711371756,-5799.581872758814,11609.163745517628,11633.419670155097,12536.131657113563,SR_Q_D_alphaCCC_V_WOB,0.00010028422935088891,1.0,-0.5669617758440997,1.0,0.0001,sub_4
