,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-453.1798114848384,-8.019615002713246,8.354035174826778,-453.17981148483835,-8.019615002713172,8.354035174826757,0.0,0.014457449771270552,0.010969641487828986,0.0,0.014457449771271417,0.010969641487829142,0.9521957950298868,-5700.153744850761,11408.307489701521,11427.712229411496,10157.223264190126,SR_Q_D_E_V_WOB,0.02466861935164593,0.7527736615946656,0.03505354484791363,0.017778489640928426,sub_14
