,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-433.8938733236423,1.674046981766078,17.374234193622716,-433.8938733236422,1.6740469817663906,17.37423419362275,0.0,0.6439047741094617,2.142503815249572e-06,0.0,0.6439047741093995,2.1425038152494616e-06,0.94219030987329,-5850.423362401749,11712.846724803498,11742.004414225423,12585.179468808112,SR_Q_D_E_alphaCCC_V_WOB,0.00010045985891410958,1.0,1.0,-0.9603071151438007,1.0,0.0001,sub_7
