,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-626.223393958792,-0.5871098590416661,-3.407046458705752,-626.2233939587921,-0.5871098590417088,-3.4070464587055795,0.0,0.9200659830421013,0.5589325916681109,0.0,0.9200659830420955,0.5589325916681306,0.9201726213390217,-6301.235944176735,12614.47188835347,12643.629577775395,32406.77602336286,SR_Q_D_E_alphaCCC_V_WOB,0.02464476107110919,0.3603326367185496,0.2254708640176409,-0.5588716939439616,0.16293865038615704,0.030657630356374404,sub_11
