,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-589.8604959326697,-22.973998325493067,25.213255851234827,-589.8604959326699,-22.973998325493014,25.21325585123499,1.0650942786450425e-255,0.0007818194931211675,0.00022352138646976913,1.0650942786454059e-255,0.0007818194931211869,0.00022352138646974584,0.8861949314271471,-6218.291296055728,12444.582592111456,12463.884432256476,42850.38629940187,SR_Q_D_E_V_WOB,0.03046412863381339,0.3039252755299324,0.021293003338457177,0.051793959308515075,sub_12
