,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-334.5882080699115,63.31381640191987,53.35995182714605,-334.5882080699115,63.313816401920036,53.35995182714623,3.9195697885648323e-156,3.1272806379314915e-25,1.5846258614860422e-18,3.9195697885648323e-156,3.1272806379305273e-25,1.5846258614855634e-18,0.8268818433353345,-6288.118599791093,12586.237199582187,12610.466598958506,37839.116280652495,SR_Q_D_alphaCCC_V_WOB,0.44346747224631883,0.32037071330934586,-0.30277916492393075,0.3514857442546853,0.31557239455135794,sub_17
