,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-173.4435930420312,99.33105188692534,113.35369139149248,-173.44359304203113,99.33105188692547,113.35369139149248,7.631419448734319e-59,9.581829459176265e-41,3.2816271342002245e-51,7.631419448735625e-59,9.581829459175031e-41,3.2816271341998494e-51,0.7077332018963355,-6503.558317288566,13011.116634577133,13020.80200114161,62553.92272551291,SR_Q_V_WOB,0.3883564479988149,0.7826339759372726,sub_9
