,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-521.3052639942531,-11.892198042221573,-14.863282076141306,-521.3052639942531,-11.892198042221787,-14.863282076141079,0.0,0.0031528989817561732,0.00022972175146285186,0.0,0.0031528989817556667,0.0002297217514629,0.9400542737816107,-5911.814129186023,11829.628258372046,11844.19132187881,15280.069952208241,SR_Q_D_V_WOB,0.0217707371397658,0.910752600435751,0.051881812630381156,sub_15
