,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-613.1009696649442,1.4918944776887315,-4.117013931244815,-613.1009696649442,1.4918944776887635,-4.117013931244751,0.0,0.8006732903553408,0.4864032228922295,0.0,0.8006732903553366,0.48640322289223625,0.9181916869193293,-6312.916068823674,12629.832137647349,12639.551367454656,33210.95776088145,SR_Q_V_WOB,0.0001,0.0001,sub_11
