,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-463.49317579992896,-21.240002395586412,1.6369348427012698,-463.4931757999294,-21.240002395586195,1.6369348427014483,0.0,7.963682941914847e-09,0.6537382735749894,0.0,7.963682941917233e-09,0.653738273574954,0.9402694776549567,-5799.58103014762,11605.16206029524,11619.715615077723,12539.991962693362,SR_Q_D_V_WOB,0.00010468257527218889,1.0,0.0001,sub_4
