,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-579.1163188958922,-27.05110071820091,24.506518753721792,-579.1163188958922,-27.051100718201113,24.506518753721664,1.8076491384729076e-251,0.00010626694668386963,0.0003979618704681209,1.8076491384729076e-251,0.00010626694668385781,0.0003979618704681513,0.8837554132274035,-6228.058233036141,12460.116466072282,12469.767386144793,43768.92445026041,SR_Q_V_WOB,0.0036896297907164557,0.0016579469726855135,sub_12
