,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-489.8897263500396,-20.210907342193853,-3.578706440141052,-489.8897263500395,-20.21090734219392,-3.5787064401408912,0.0,2.9768075434134356e-11,0.2319891731835648,0.0,2.9768075434130045e-11,0.2319891731835856,0.960658814753489,-5659.333530394446,11326.667060788892,11346.101320928057,8531.146930446332,SR_Q_D_E_V_WOB,0.031421297058099304,0.42304255051939305,0.17208810126480226,0.04336507292387991,sub_1
