,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-477.82536167000677,-18.57515789842353,-3.8410941173143494,-477.8253616700064,-18.575157898423583,-3.8410941173141007,0.0,3.5169559148974452e-09,0.21794441065050946,0.0,3.516955914897098e-09,0.21794441065053882,0.9575179068040239,-5695.895428255182,11397.790856510364,11412.36655161474,9212.253820892967,SR_Q_D_V_WOB,0.0001,1.0,0.0001,sub_1
