,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-548.0068417258667,-8.334961296305176,8.701140597170749,-548.0068417258665,-8.334961296305167,8.701140597170912,4.024375354185625e-304,0.1339365869558973,0.11674258244255824,4.0243753541869985e-304,0.13393658695589766,0.11674258244255106,0.9094942537619654,-6218.455787592862,12444.911575185724,12464.328993194744,29179.683277590073,SR_Q_D_E_V_WOB,0.012248218254839025,0.08662106956334097,0.02589638212733505,9.99999999999994e-05,sub_10
