,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-521.3052189190436,-11.892195258713826,-14.863281425447454,-521.3052189190433,-11.892195258713901,-14.863281425447708,0.0,0.0031529058433882253,0.00022972189164780892,0.0,0.003152905843388032,0.00022972189164775344,0.9400542737816842,-5911.814129185443,11833.628258370885,11857.90003088216,15280.069952189926,SR_Q_D_alphaCCC_V_WOB,0.021770591392600642,0.9107569029239021,-0.7815052937882991,0.9567039954525696,0.05188170854005842,sub_15
