P_diff,p_DIFF,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
910.5443145237447,0.0,0.9557733782466846,-5715.051695684757,11434.103391369514,11443.820521439096,9590.55502167864,SR_Q_V_WOB,9.9999999999989e-05,9.9999999999989e-05,sub_1
