,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-613.7193434659307,0.9368546757719809,-4.123842874393535,-613.7193434659307,0.9368546757723877,-4.123842874393693,0.0,0.8741254303322161,0.4856371605866374,0.0,0.874125430332162,0.4856371605866209,0.9182083640460612,-6312.818921471708,12635.637842943415,12659.935917461686,33204.18741867916,SR_Q_D_alphaCCC_V_WOB,0.0001,0.9178807114581502,-0.6621647567238919,0.9230059669748912,0.0001,sub_11
