,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-449.34271152981864,-16.95572910572458,10.98921108081176,-449.34271152981836,-16.955729105724657,10.989211080811788,0.0,1.7265820813025958e-07,0.000661889728854716,0.0,1.7265820813023798e-07,0.0006618897288546908,0.9533201596577342,-5622.044473969295,11248.08894793859,11257.772178891544,9653.139481176375,SR_Q_V_WOB,0.0001,0.004023909698316558,sub_2
