,P_diff,p_DIFF,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,910.5443145237443,0.0,0.9557733782466846,-5715.051695684757,11434.103391369514,11443.820521439096,9590.555021678643,SR_Q_V_WOB,0.0001,0.0001,sub_1
