,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-590.3747817816152,-23.903629456408538,25.42832990120957,-590.3747817816155,-23.903629456408055,25.428329901209498,1.3611661342169669e-255,0.000487623105890385,0.00019738791797565433,1.3611661342168121e-255,0.00048762310589050537,0.00019738791797566408,0.8861341262571194,-6218.537271946886,12443.074543893772,12457.550924002539,42873.280930173205,SR_Q_D_V_WOB,0.031538572645905094,0.3135584653980986,0.050450613816567236,sub_12
