,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-620.2836095495913,-54.921600643012695,14.566371438970183,-620.2836095495916,-54.92160064301298,14.566371438970025,1.7750983658651758e-304,1.6673381166630964e-17,0.021008704895382528,1.7750983658647723e-304,1.667338116662628e-17,0.021008704895383923,0.8984817941987302,-6354.596032635785,12715.19206527157,12729.761451225355,37805.87695867737,SR_Q_D_V_WOB,0.0001,0.5621045707861778,0.03281212091553146,sub_13
