single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
11478.76569408579,11518.851898709765,11518.851898709765,11501.930198748752,11499.839110504954,11478.13447914434,11477.49499957107,11472.131793455112,11464.084976332613
