single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
11468.728727234331,11477.588505754988,11477.586379640547,11481.449514459206,11464.904211481839,11453.516250135972,11442.313484442197,11432.84966381415,11419.795472850577
