single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12245.350913841428,12244.206266651834,12243.509308448958,12247.309663313585,12247.223417738027,12245.116471968864,12244.398014248036,12238.149709826263,12236.913353327313
