single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12636.988996664248,12659.031551475251,12659.028977962418,12644.939502127037,12644.941869201699,12636.583251002246,12636.58474673829,12625.441800435647,12626.55014191953
