single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
11718.113833444697,11728.486479825937,11728.484516755561,11723.647033811605,11723.040192572113,11715.488657129357,11714.41863754165,11713.042979781567,11708.510164874948
