single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12960.706839425386,12972.838911305695,12967.872115599717,12973.405398941952,12969.122201956296,12929.632041056037,12930.704852551757,12929.94233941064,12926.440824159008
