single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
11020.052333733158,11026.924847476788,11026.924847475904,11033.133719098887,11023.98481872531,10996.988640240928,10999.130836172944,10998.20548021913,10997.364055659937
