single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12191.186655377724,12212.26867876085,12210.947242890501,12205.09350803636,12201.814748085792,12186.163258775267,12186.931151281291,12183.141858292483,12182.82828674522
