single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12318.967454529264,12369.81355739391,12369.813478142958,12341.426614927175,12341.083154679518,12318.784009374132,12318.36080285239,12313.769703153806,12312.835484976033
