single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
11900.618527154382,11901.126771676854,11901.049545807819,11949.935105388946,11948.911647903471,11900.018482566224,11899.638419156758,11868.357400194758,11864.977426504036
