single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12069.2262896487,12102.627874987695,12102.627874987695,12099.861637082076,12099.280510706674,12069.41035665845,12069.12088735312,12066.099395335943,12060.792313692999
