single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
10600.286289227406,10608.786436560735,10604.999250930043,10621.036895921503,10610.539449476119,10578.165474357122,10577.54340471126,10575.121161287569,10568.905905989242
