single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12637.769618156697,12632.226097996645,12631.172451655972,12641.270352076233,12636.27772380815,12626.668811908216,12626.6506293509,12624.40210169356,12622.595340645701
