single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12689.210251396786,12691.153165590842,12691.153165590842,12706.764296039108,12703.216548721182,12692.38277572306,12692.301656047472,12678.060096797748,12673.348455168012
