single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12439.313474088918,12422.865908005453,12421.981071071772,12544.464343456992,12533.676935395873,12438.311538416858,12437.41811598813,12435.695192250705,12434.570546826404
