single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
11565.955811512922,11573.680964778387,11572.932773301829,11575.540206944572,11572.863706118127,11535.921894031928,11538.306230742257,11535.874141588914,11534.460119290921
