single_alpha,single_alpha_no_decay,no_decay,single_alpha_total_decay,total_decay,basic,error,same_CCC,diff_CCC
12038.815163794852,12026.149399688507,12014.977394587275,12042.20402034317,12029.523023962385,11996.172828718018,11995.916770164935,11989.331964557681,11984.302175157989
