stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13
1,1,0,497.3,0,1,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,448.1,0,2,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,397,0,3,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,450,0,4,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,366.9,1,5,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,379.9,0,6,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,337,0,7,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,398.1,0,8,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,357,0,9,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,337.9,0,10,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,423,0,11,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,341.9,0,12,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,340.9,1,13,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,353.8,0,14,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,448.8,0,15,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,337.8,0,16,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,385,0,17,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,365.8,0,18,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,322.7,0,19,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,383.8,1,20,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,358.7,1,21,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,307.8,0,22,1,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,432.9,0,23,1,20,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,381.8,1,24,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,386.7,0,25,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,359.8,0,26,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,364.7,0,27,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,407.7,0,28,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,388.7,1,29,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,385.7,0,30,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,424.6,0,31,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,359.6,0,32,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,354.7,0,33,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,395.6,1,34,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,376.6,0,35,1,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,421.5,1,36,0,20,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,444.5,0,37,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,443.7,0,38,0,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,442.4,0,39,1,20,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,439.5,0,40,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,422.4,0,41,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,401.4,0,42,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,364.4,0,43,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,371.3,1,44,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,424.3,0,45,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,365.3,0,46,1,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,508.4,0,47,0,20,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,409.3,0,48,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,446.1,0,49,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,427.3,0,50,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,464.2,0,51,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,509.3,1,52,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,378.2,0,53,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,401.2,0,54,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,422.2,0,55,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,419.2,0,56,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,378.1,0,57,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,399.2,0,58,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,352.2,0,59,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,565.1,1,60,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,546.1,1,61,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,383.2,0,62,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,414.1,0,63,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,443,0,64,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,328.1,0,65,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,389.2,0,66,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,386.1,0,67,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,447.1,1,68,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,445.9,0,69,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,437,1,70,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,395.9,0,71,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,450.9,0,72,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,361.8,0,73,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,415,0,74,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,507.8,1,75,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,498.8,1,76,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,377.8,0,77,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,416.8,0,78,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,393.7,0,79,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,430.8,0,80,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,387.7,0,81,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,344.7,0,82,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,375.7,1,83,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,442.8,0,84,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,359.7,0,85,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,468.6,1,86,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,467.7,0,87,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,402.6,0,88,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,489.7,1,89,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,432.5,0,90,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,399.5,0,91,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,420.5,0,92,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,369.5,0,93,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,446.4,0,94,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,385.4,0,95,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,334.4,0,96,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,467.4,0,97,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,328.6,0,98,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,477.4,1,99,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,388.4,1,100,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,483.4,0,101,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,488.4,1,102,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,465.3,0,103,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,358.5,0,104,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,403.4,0,105,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,370.3,0,106,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,503.3,0,107,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,372.3,0,108,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,481.2,1,109,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,446.2,0,110,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,493.2,0,111,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,410.2,0,112,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,463.2,0,113,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,406.2,0,114,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,391,0,115,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,356.2,0,116,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,393.1,0,117,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,382.1,0,118,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,405,0,119,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,442.1,1,120,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,377.2,0,121,0,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,350.1,0,122,0,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,323,0,123,1,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,386,1,124,1,80,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,551.1,1,125,1,80,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,436,1,126,0,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,412.9,1,127,0,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,450,1,128,0,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,343,1,129,0,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,371.9,0,130,1,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,417,1,131,0,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,469.9,1,132,0,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
