stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14
0,1,1,579,0,1,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,450,1,2,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,325,1,3,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,354,1,4,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,479,1,5,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,331.9,1,6,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,377.1,1,7,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,351.9,1,8,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,366.9,1,9,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,350.1,1,10,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,434.8,1,11,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,319.8,1,12,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,424.9,0,13,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,397.8,1,14,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,302.8,1,15,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,363.7,1,16,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,406.7,0,17,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,329.6,1,18,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,480.6,1,19,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,397.7,0,20,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,440.5,1,21,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,397.5,1,22,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,386.6,1,23,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,345.6,1,24,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,360.7,1,25,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,383.5,1,26,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,470.4,0,27,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,359.3,1,28,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,430.3,0,29,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,411.3,0,30,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,372.3,1,31,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,369.3,0,32,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,390.4,1,33,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,387.4,1,34,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,374.3,1,35,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,359.2,1,36,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,328.1,1,37,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,357.2,1,38,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,332.2,1,39,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,387.1,1,40,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,784.1,0,41,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,413.1,0,42,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,442.1,0,43,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,377,0,44,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,582,1,45,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,491,0,46,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,352,0,47,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,477,1,48,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,412,0,49,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,463,0,50,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,446,0,51,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,562.9,1,52,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,478,0,53,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,412.9,0,54,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,419.9,0,55,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1466.8,0,56,1,20,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
