stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14
0,1,1,651.9,0,1,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,516.9,1,2,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,459.8,1,3,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,502.8,0,4,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,481.7,1,5,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,384.7,1,6,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,499.9,1,7,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,594.6,0,8,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,531.7,0,9,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,524.7,1,10,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,449.6,1,11,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,370.5,1,12,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,383.5,1,13,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,408.5,1,14,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,407.4,1,15,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,404.5,1,16,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,339.4,1,17,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,344.4,1,18,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,621.3,0,19,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,440.4,1,20,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,381.3,1,21,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,398.3,1,22,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,397.5,1,23,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,636.3,1,24,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,593.4,0,25,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,598.3,1,26,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,427.3,1,27,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,424.3,1,28,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,333.3,1,29,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,452.2,1,30,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,369.2,1,31,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,516.1,1,32,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,603.1,1,33,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,506.1,1,34,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,575.1,1,35,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,436.1,1,36,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,385.1,1,37,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,558,0,38,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,450.9,0,39,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,458,1,40,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,577.1,0,41,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,374,1,42,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,394.9,0,43,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,387.9,0,44,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,384.8,0,45,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,575.9,0,46,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,646.9,1,47,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,511.8,1,48,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,564.9,1,49,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,615.9,0,50,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,453.1,0,51,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,537.9,0,52,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,521,0,53,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,613.6,0,54,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,594.7,0,55,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,583.7,0,56,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1030.5,0,57,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,525.7,0,58,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,560.5,1,59,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,517.6,0,60,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,532.4,0,61,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,531.5,0,62,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,480.4,0,63,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,459.4,0,64,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,768.4,1,65,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,605.4,0,66,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,654.4,0,67,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,757.4,0,68,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,598.4,0,69,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,629.3,1,70,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,710.2,0,71,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,547.3,0,72,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,554.3,0,73,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,569.4,0,74,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,402.2,0,75,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,487.2,1,76,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,484.1,0,77,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,759.1,0,78,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,500,0,79,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,495,0,80,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,526,1,81,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,608.8,1,82,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,503.9,1,83,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,476.9,0,84,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,419.9,1,85,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,465,0,86,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,437.9,1,87,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,620.8,0,88,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,549.8,1,89,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,464.8,1,90,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,397.7,1,91,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,576.7,1,92,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,581.7,0,93,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,410.7,1,94,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,567.6,1,95,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,624.7,1,96,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,621.7,1,97,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,522.7,1,98,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,595.6,1,99,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,440.7,1,100,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,647.7,1,101,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,454.5,0,102,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,565.5,0,103,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,614.5,1,104,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,485.4,0,105,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,524.4,1,106,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,505.4,1,107,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,580.3,1,108,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,417.3,1,109,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,616.3,1,110,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,509.4,1,111,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,410.3,1,112,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,601.3,0,113,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,592.3,1,114,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,525.4,1,115,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,400.2,1,116,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,529.1,1,117,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,598.3,1,118,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,467.2,1,119,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,476.1,1,120,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,747,0,121,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,480,0,122,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,485,0,123,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,502,0,124,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,546.9,0,125,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,521.9,0,126,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,604.9,0,127,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,587.9,0,128,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,464.9,1,129,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1432,1,130,0,20,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,912.8,0,131,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,463.8,0,132,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,494.8,0,133,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,525.7,0,134,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,596.9,0,135,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,681.7,0,136,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,646.7,0,137,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,805.7,0,138,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,482.6,0,139,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,483.6,0,140,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,442.7,1,141,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,587.6,1,142,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,592.5,0,143,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,543.5,0,144,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,876.4,0,145,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,513.5,0,146,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,458.3,1,147,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,559.4,1,148,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,508.4,0,149,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,391.5,0,150,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,412.3,0,151,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,591.2,0,152,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,472.2,0,153,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,501.2,1,154,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,490.2,0,155,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,673.2,1,156,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,552.1,0,157,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,507.1,0,158,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,560.1,0,159,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,581.1,0,160,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,837.8,0,161,1,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,404.7,0,162,0,20,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
