stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13
1,1,0,910,0,1,0,20,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,651,0,2,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,608,0,3,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,655,1,4,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,639.9,0,5,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,558.9,0,6,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,627.9,0,7,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,473,0,8,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,959.8,1,9,1,20,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,624.8,0,10,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,413.7,0,11,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,596.8,0,12,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,561.7,0,13,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,542.9,0,14,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,533.7,0,15,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,528.7,0,16,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,629.7,0,17,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,542.6,0,18,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,501.7,0,19,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,748.5,1,20,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,423.6,0,21,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,508.6,0,22,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,557.6,0,23,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,722.5,1,24,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,541.3,0,25,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,506.5,0,26,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,717.3,0,27,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,420.4,0,28,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,521.3,0,29,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,654.2,0,30,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,463.2,0,31,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,510.2,0,32,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,675.2,1,33,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,648.2,1,34,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,637.2,1,35,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1036.3,0,36,1,20,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,477.1,0,37,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,586.1,1,38,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,613,0,39,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,508,0,40,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,498.9,0,41,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,513.8,0,42,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,512.9,0,43,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,537.9,0,44,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,647,0,45,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,515.9,0,46,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,712.9,1,47,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,571.8,0,48,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,568.8,0,49,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,669.7,0,50,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,500.7,0,51,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,545.7,0,52,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,672.8,0,53,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,593.8,0,54,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,590.7,0,55,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,613.6,0,56,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,476.6,0,57,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,595.7,1,58,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,530.7,0,59,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,583.6,0,60,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,644.6,0,61,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,645.5,1,62,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,570.6,1,63,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,495.4,0,64,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,532.5,1,65,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,429.6,0,66,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,540.4,0,67,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,537.4,0,68,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,618.4,0,69,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,493.3,0,70,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,586.4,0,71,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,405.2,0,72,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,552.1,0,73,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,679.1,0,74,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,748.1,1,75,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,803.1,1,76,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,484,0,77,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,617.1,0,78,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,606,0,79,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,793,1,80,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,663.9,0,81,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,518.9,0,82,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,512,0,83,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,604.9,1,84,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,785.9,1,85,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,617.1,0,86,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,571.9,0,87,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,792.7,1,88,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,493.8,0,89,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,484.9,0,90,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,649.8,1,91,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,480.8,0,92,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,681.8,0,93,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,526.8,0,94,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,651.8,0,95,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,592.7,0,96,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,593.7,0,97,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,614.6,1,98,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,485.7,0,99,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,632.5,1,100,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1015.6,0,101,1,20,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,834.5,1,102,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,633.6,0,103,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,522.5,0,104,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,491.4,0,105,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,712.5,1,106,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,525.3,0,107,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,530.3,0,108,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,481.3,0,109,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,424.2,0,110,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,343.2,0,111,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
