stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13
0,1,1,671.9,0,1,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,404.9,0,2,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,619.9,0,3,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,444.9,0,4,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,394,0,5,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,548.8,0,6,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,433.8,0,7,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,390.8,0,8,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,603.9,0,9,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,476.7,1,10,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,353.7,0,11,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,502.7,0,12,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,437.7,1,13,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,622.7,0,14,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,501.7,0,15,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,442.6,1,16,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,485.5,0,17,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,618.6,0,18,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,467.5,0,19,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,442.7,1,20,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,493.4,0,21,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
